DateTime,GWL(m)
2011-06-01,196.2212991999999
2011-07-01,196.2415470967742
2011-08-01,195.73213780645162
2011-09-01,196.02815760000001
2011-10-01,197.91322761290314
2011-11-01,197.58365359999996
2011-12-01,198.81297754838698
2012-01-01,199.2298652903225
2012-02-01,201.80072275862065
2012-03-01,202.41817161290314
2012-04-01,200.5800408
2012-05-01,199.83936696774194
2012-06-01,197.15571439999997
2012-07-01,196.86206090322577
2012-08-01,195.36932748387093
2012-09-01,196.2128663999999
2012-10-01,197.3552469677419
2012-11-01,197.57511919999996
2012-12-01,198.43532051612885
2013-01-01,199.39445729032252
2013-02-01,199.02307885714282
2013-03-01,197.64087406451605
2013-04-01,197.3161407999999
2013-05-01,197.78363845161292
2013-06-01,198.74179199999995
2013-07-01,195.51219019354832
2013-08-01,193.3545011612903
2013-09-01,193.4078936
2013-10-01,194.5867780645161
2013-11-01,195.40494319999985
2013-12-01,195.0426998709677
2014-01-01,195.88650425806452
2014-02-01,195.9181465714286
2014-03-01,195.6344051612903
2014-04-01,194.75084239999998
2014-05-01,193.80639174193536
2014-06-01,195.04345039999993
2014-07-01,193.69184593548385
2014-08-01,191.66610580645158
2014-09-01,191.63731039999993
2014-10-01,192.11897961290316
2014-11-01,194.04756719999986
2014-12-01,193.60217574193544
2015-01-01,194.9740707096773
2015-02-01,196.63399114285704
2015-03-01,196.86933677419344
2015-04-01,197.29307759999992
2015-05-01,199.25198787096775
2015-06-01,203.45613360000002
2015-07-01,202.65198270967738
2015-08-01,198.0462580645161
2015-09-01,197.01093440000002
2015-10-01,196.91879303225798
2015-11-01,201.4728
2015-12-01,202.9818549677419
2016-01-01,203.36197006451604
2016-02-01,202.2970212413793
2016-03-01,202.64549341935486
2016-04-01,202.7978671999999
2016-05-01,205.2779821935483
2016-06-01,207.69112639999997
2016-07-01,203.58408077419352
2016-08-01,203.51702477419354
2016-09-01,205.7637744
2016-10-01,206.0491261935484
2016-11-01,206.90951760000002
2016-12-01,208.90313574193542
2017-01-01,208.71543793548386
2017-02-01,208.7288905714284
2017-03-01,208.93676206451613
2017-04-01,207.56432959999998
2017-05-01,205.08055045161288
2017-06-01,203.9693152
2017-07-01,200.70588387096765
2017-08-01,200.76084619354828
2017-09-01,201.22692800000002
2017-10-01,202.48689909677418
2017-11-01,201.88844559999998
2017-12-01,202.59377574193542
2018-01-01,202.52996438709675
2018-02-01,202.6387688571428
2018-03-01,202.62533729032253
2018-04-01,202.74015839999998
2018-05-01,201.0315282580645
2018-06-01,197.25619679999997
2018-07-01,197.81755974193544
2018-08-01,196.1604309677419
2018-09-01,202.20858719999993
2018-10-01,206.99695587096775
2018-11-01,208.7419752
2018-12-01,208.8971380645161
2019-01-01,209.29121496774192
2019-02-01,208.88978142857144
2019-03-01,208.3436802580645
2019-04-01,207.2950896
2019-05-01,208.09718554838705
2019-06-01,207.55030879999998
2019-07-01,207.07443406451608
2019-08-01,203.65890425806447
2019-09-01,202.9937519999999
2019-10-01,203.77177858064513
2019-11-01,205.3017992
2019-12-01,204.91831819354837
2020-01-01,204.851360516129
2020-02-01,205.1643484137931
2020-03-01,204.74438554838707
2020-04-01,204.6557247999999
2020-05-01,202.64451019354837
2020-06-01,202.8248928
2020-07-01,200.18133290322578
2020-08-01,200.07239148387094
2020-09-01,201.6776256
2020-10-01,201.2207992258064
2020-11-01,200.9738423999999
2020-12-01,201.76216335483863
2021-01-01,202.61766812903227
2021-02-01,201.54137999999995
2021-03-01,201.1718345806451
2021-04-01,198.54438319999997
2021-05-01,202.95579948387092
2021-06-01,203.2531368
2021-07-01,203.55379741935485
2021-08-01,202.2672464516129
2021-09-01,200.86797519999993
2021-10-01,202.10737393548385
2021-11-01,202.98755439999985
2021-12-01,202.4100108387096
2022-01-01,202.04297264516126
2022-02-01,202.5381848571428
2022-03-01,200.29499380645157
2022-04-01,197.63252319999995
2022-05-01,196.81466941935483
2022-06-01,194.2987223999999
2022-07-01,194.0503104
